url,fulltext
https://www.breitbart.com/europe/2022/01/26/canadian-cop-under-investigation-over-support-for-anti-vaccine-mandate-trucker-convoy/,"Police in Ontario’s Durham region confirmed they are investigating the conduct of a female officer who publicly expressed support for a trucker convoy protesting a Wuhan coronavirus vaccine mandate.Constable Erin Howard released a video this week in support of the estimated hundreds of truckers who are part of a convoy headed to Canada’s capital Ottawa from across the country to protest vaccine mandates enacted for travel across the border from the United States to Canada.“I wanted to give a shout out to all the truckers. I think what you guys are doing is incredible. You’re fighting for our rights and freedoms, and, right now, it feels like we’re a little bit at war and those rights and freedoms are at stake,” said in the video posted to the social media platform Twitter on Monday.Supporting the truckers from one radio band to another 💙 #FreedomConvoy2022 pic.twitter.com/u6IzZSipTG— EA (@erinhoward0118) January 24, 2022Durham Regional Police Service (DRPS) confirmed that it was investigating the actions of constable Howard, stating, “We were made aware today of a video circulating on social media from one of our uniformed members regarding the Freedom Rally,” broadcaster CBC reports.“The views expressed in that video do not reflect the views and opinions of DRPS. We are currently looking into this matter,” the DRPS added.Howard is also a member of the “Police on Guard” group, which is critical of vaccine mandates and lockdown restrictions and is said to have joined the group in May of last year.The group states that it is opposed to the emergency measures used by the government during the Wuhan coronavirus pandemic stating, “We believe that these measures are not only in conflict with our Charter Oath but also place active duty police officers in an untenable position when directed by politicians and senior management to enforce these emergency measures.”Millions Raised As Hundreds of Canadian Truckers Drive To Capital To Protest Vaccine Mandatehttps://t.co/PQVqeTKT6U— Breitbart London (@BreitbartLondon) January 25, 2022The Canadian trucker convoy, dubbed the “Freedom convoy” has raised over 4.4 million Canadian dollars (£2.58 million/$3.48 million USD) as of Tuesday and is said to already involved hundreds of participants planning on arriving in Ottawa on Saturday.The vaccine mandate came into force for cross border travel into Canada on January 15th and affects as many as 26,000 truckers. The United States enacted the same policy to enter the country from Canada just days later on January 22nd.The protest also comes as Canada is facing supply chain disruptions across the country. Alberta conservative Premier Jason Kenney called for Prime Minister Justin Trudeau to end the vaccine mandate for truckers saying, “Nobody wants to see empty shelves and higher prices. We need some common sense here. Ottawa should drop the vax mandate for truckers now.”Others, such as federal Conservative Party of Canada (CPC) leader Erin O’Toole have been more hesitant on the issue, with Mr O’Toole avoiding questions about the Freedom Convoy on Monday.A quarter of Canadians support putting unvaccinated people in jail, and two-thirds say they would support mandatory vaccinations. https://t.co/DwIKmO6tCT— Breitbart News (@BreitbartNews) January 21, 2022Despite the money raised for the convoy, a new poll released by Nanos Research on Monday suggested that a majority of Canadians not only agree with vaccine mandates but 60 per cent support or somewhat support the idea of having unvaccinated people fined by the government.The poll comes after Quebec Premier Francois Legault announced he would be implementing a significant tax on the unvaccinated, which he termed as a “health contribution.”Other polls have shown some Canadians to be even more radical in their views toward the unvaccinated, backing mandatory vaccines for children as young as five and around a quarter of Canadians supporting prison time for the unvaccinated.UNVAX TAX: Coming to a government near you https://t.co/U07tkW2Cq6— Breitbart London (@BreitbartLondon) January 12, 2022"
https://www.breitbart.com/europe/2022/01/28/trudeau-calls-trucker-convoy-fringe-minority-announces-hes-isolating-for-protest-weekend/,"Canadian Prime Minister Justin Trudeau has labelled the anti-mandatory vaccination trucker convoy heading to Ottawa this weekend a”fringe minority” with “unacceptable views.”Prime Minister Trudeau commented on the anti-vaccine trucker convoy, known as the “Freedom Convoy” at a press conference on Wednesday evening saying, “The small fringe minority of people who are on their way to Ottawa, who are holding unacceptable views that they are expressing, do not represent the views of Canadians.”“(Canadians) who have been there for each other, who know that following the science and stepping up to protect each other is the best way to continue to ensure our freedoms, our rights, our values as a country,” Prime Minister Trudeau added, broadcaster Global News reports.Millions Raised As Hundreds of Canadian Truckers Drive To Capital To Protest Vaccine Mandatehttps://t.co/PQVqeTKT6U— Breitbart London (@BreitbartLondon) January 25, 2022Trudeau has previously stated his dislike for the unvaccinated telling a Candian French-language television programme, “They don’t believe in science/progress and are very often misogynistic and racist. It’s a very small group of people, but that doesn’t shy away from the fact that they take up some space.”“This leads us, as a leader and as a country, to make a choice: Do we tolerate these people? Over 80% of the population of Quebec have done their duty by getting the shot. They are obviously not the issue in this situation,” he added.Canadian Cop Under Investigation Over Support For Anti-Vaccine Mandate Trucker Convoy https://t.co/9m0WzInNmQ— Breitbart London (@BreitbartLondon) January 26, 2022Wednesday’s comments come after Canadian mainstream media outlets such as Global News and CTV have painted many of the truck convoy participants as having links to “far-right groups.”The claim has been rejected by Tamara Lich, one of the Freedom Convoy organisers who stated, “As you know, we are on our way to Ottawa to hold a peaceful protest. I just want to put it out there that nobody in this convoy will be inciting violence or uttering threats. That is not what we’re here to do.”The allegations are not the first time Canadian politicians or media have equated those against lockdowns or vaccination policies to white nationalists or far-right extremists.Last year in March, former Calgary mayor Naheed Nenshi claimed that anti-mask and anti-lockdown protestors were extremists saying, “Those people at those anti-mask protests, let’s not kid ourselves. They’re not people who [are protesting because they] need to eat. They are people who are marching in thinly veiled white nationalist supremacist anti-government protests.”Calgary Mayor Naheed Nenshi has claimed anti-lockdown protests in Canada are ""thinly veiled white nationalist"" activities. https://t.co/DacNYCmWDR— Breitbart News (@BreitbartNews) May 12, 2021So far, the Freedom Convoy, which urges the government to scrap vaccine mandates for truckers engaging in cross-border travel to the United States,  has raised over 6.8 million Canadian dollars (£4 million/$5.3 million USD) in less than two weeks as of Thursday.The exact numbers of participants in the convoy have been estimated from hundreds to thousands, with a Toronto Sun newspaper report claiming it took the convoy two hours to pass through the northern Ontario town of Dryden earlier this week.The truckers are expected to reach Canada’s capital Ottawa on Saturday but it is unlikely Prime Minister Trudeau will speak to the protestors as he has claimed that he will be isolating at home for the next five days after claiming to have been exposed to the coronavirus. Despite subsequently testing negative, he said he would still be going into isolation.The announcement led some on social media to accuse the Canadian Prime Minister of going into hiding ahead of the protest.A quarter of Canadians support putting unvaccinated people in jail, and two-thirds say they would support mandatory vaccinations. https://t.co/DwIKmO6tCT— Breitbart News (@BreitbartNews) January 21, 2022"
https://www.breitbart.com/politics/2022/01/28/trudeau-calls-trucker-convoy-fringe-minority-announces-hes-isolating-for-protest-weekend/,"Canadian Prime Minister Justin Trudeau has labelled the anti-mandatory vaccination trucker convoy heading to Ottawa this weekend a”fringe minority” with “unacceptable views.”Prime Minister Trudeau commented on the anti-vaccine trucker convoy, known as the “Freedom Convoy” at a press conference on Wednesday evening saying, “The small fringe minority of people who are on their way to Ottawa, who are holding unacceptable views that they are expressing, do not represent the views of Canadians.”“(Canadians) who have been there for each other, who know that following the science and stepping up to protect each other is the best way to continue to ensure our freedoms, our rights, our values as a country,” Prime Minister Trudeau added, broadcaster Global News reports.Millions Raised As Hundreds of Canadian Truckers Drive To Capital To Protest Vaccine Mandatehttps://t.co/PQVqeTKT6U— Breitbart London (@BreitbartLondon) January 25, 2022Trudeau has previously stated his dislike for the unvaccinated telling a Candian French-language television programme, “They don’t believe in science/progress and are very often misogynistic and racist. It’s a very small group of people, but that doesn’t shy away from the fact that they take up some space.”“This leads us, as a leader and as a country, to make a choice: Do we tolerate these people? Over 80% of the population of Quebec have done their duty by getting the shot. They are obviously not the issue in this situation,” he added.Canadian Cop Under Investigation Over Support For Anti-Vaccine Mandate Trucker Convoy https://t.co/9m0WzInNmQ— Breitbart London (@BreitbartLondon) January 26, 2022Wednesday’s comments come after Canadian mainstream media outlets such as Global News and CTV have painted many of the truck convoy participants as having links to “far-right groups.”The claim has been rejected by Tamara Lich, one of the Freedom Convoy organisers who stated, “As you know, we are on our way to Ottawa to hold a peaceful protest. I just want to put it out there that nobody in this convoy will be inciting violence or uttering threats. That is not what we’re here to do.”The allegations are not the first time Canadian politicians or media have equated those against lockdowns or vaccination policies to white nationalists or far-right extremists.Last year in March, former Calgary mayor Naheed Nenshi claimed that anti-mask and anti-lockdown protestors were extremists saying, “Those people at those anti-mask protests, let’s not kid ourselves. They’re not people who [are protesting because they] need to eat. They are people who are marching in thinly veiled white nationalist supremacist anti-government protests.”Calgary Mayor Naheed Nenshi has claimed anti-lockdown protests in Canada are ""thinly veiled white nationalist"" activities. https://t.co/DacNYCmWDR— Breitbart News (@BreitbartNews) May 12, 2021So far, the Freedom Convoy, which urges the government to scrap vaccine mandates for truckers engaging in cross-border travel to the United States,  has raised over 6.8 million Canadian dollars (£4 million/$5.3 million USD) in less than two weeks as of Thursday.The exact numbers of participants in the convoy have been estimated from hundreds to thousands, with a Toronto Sun newspaper report claiming it took the convoy two hours to pass through the northern Ontario town of Dryden earlier this week.The truckers are expected to reach Canada’s capital Ottawa on Saturday but it is unlikely Prime Minister Trudeau will speak to the protestors as he has claimed that he will be isolating at home for the next five days after claiming to have been exposed to the coronavirus. Despite subsequently testing negative, he said he would still be going into isolation.The announcement led some on social media to accuse the Canadian Prime Minister of going into hiding ahead of the protest.A quarter of Canadians support putting unvaccinated people in jail, and two-thirds say they would support mandatory vaccinations. https://t.co/DwIKmO6tCT— Breitbart News (@BreitbartNews) January 21, 2022"
https://www.breitbart.com/clips/2022/01/28/watch-orwellian-vaccine-registry-could-be-coming-to-the-u-s-warns-canadian-trucker/,"During an appearance on FNC’s “Tucker Carlson Tonight,” Freedom Convoy 2022 spokesman Benjamin Dichter highlighted protests in Canada against vaccine mandates led by the nation’s trucking industry.Dichter warned this effort by Canada’s Trudeau government could be something coming to the United States.“It’s simple,” he explained. “I mean, we’ve seen Canada go from a country of Justin Trudeau’s promises of sunny ways into dark, authoritarian oppression and control. We want to do — we want two things. We want to get rid of the vaccine mandates, and the passports and the passports is — that’s really the concerning one. Yesterday, it was my first time ever crossing the border in my truck with my digital passport, and I held my phone up to the Border agent to give them the QR code. You know what he said to me? ‘Oh, it’s okay. I don’t need it.'”“So, what do you mean you don’t need it?” Dichter continued. “He says, ‘Oh, your phone already popped up on my screen and is correlated with your passport?’ Can you think of that? Can you believe that? So they know everybody who is coming up to the border before they’re there, and they are tracking them. Now, maybe it is outlandish, but what’s to prevent the government from introducing that across Canada and not limiting it to just borders and you guys are getting it as well, and you can thank us for it because apparently, according to our sources, within the media, and within government, we have some close ties. Apparently, the Trudeau government — the Biden administration have no interest in it, but the Trudeau Government lobbied and requested the Biden administration to introduce this.”“We don’t know why,” he added. “We don’t know the terms of the deal. Are they going to be trading Intelligence back and forth between Canada and the U.S. tracking cell phones? Of course, we have no idea. But this is where we’re going if this does not stop. That’s why this is the line. This is where it ends.”Follow Jeff Poor on Twitter @jeff_poor"
https://www.breitbart.com/politics/2022/01/28/watch-orwellian-vaccine-registry-could-be-coming-to-the-u-s-warns-canadian-trucker/,"During an appearance on FNC’s “Tucker Carlson Tonight,” Freedom Convoy 2022 spokesman Benjamin Dichter highlighted protests in Canada against vaccine mandates led by the nation’s trucking industry.Dichter warned this effort by Canada’s Trudeau government could be something coming to the United States.“It’s simple,” he explained. “I mean, we’ve seen Canada go from a country of Justin Trudeau’s promises of sunny ways into dark, authoritarian oppression and control. We want to do — we want two things. We want to get rid of the vaccine mandates, and the passports and the passports is — that’s really the concerning one. Yesterday, it was my first time ever crossing the border in my truck with my digital passport, and I held my phone up to the Border agent to give them the QR code. You know what he said to me? ‘Oh, it’s okay. I don’t need it.'”“So, what do you mean you don’t need it?” Dichter continued. “He says, ‘Oh, your phone already popped up on my screen and is correlated with your passport?’ Can you think of that? Can you believe that? So they know everybody who is coming up to the border before they’re there, and they are tracking them. Now, maybe it is outlandish, but what’s to prevent the government from introducing that across Canada and not limiting it to just borders and you guys are getting it as well, and you can thank us for it because apparently, according to our sources, within the media, and within government, we have some close ties. Apparently, the Trudeau government — the Biden administration have no interest in it, but the Trudeau Government lobbied and requested the Biden administration to introduce this.”“We don’t know why,” he added. “We don’t know the terms of the deal. Are they going to be trading Intelligence back and forth between Canada and the U.S. tracking cell phones? Of course, we have no idea. But this is where we’re going if this does not stop. That’s why this is the line. This is where it ends.”Follow Jeff Poor on Twitter @jeff_poor"
https://www.breitbart.com/politics/2022/01/29/trump-praises-canadian-freedom-convoy-protesting-trudeaus-vaccine-mandates/,"Former President Donald Trump on Saturday praised the “freedom convoy” of Canadian truckers protesting against Canadian Prime Minister Justin Trudeau’s coronavirus health mandates.Trump said the truckers were doing more to defend freedom than some of America’s elected officials. “The Canadian truckers, you’ve been reading about it, who are resisting bravely these lawless mandates are doing more to defend American freedom than our own leaders by far,” he said, speaking to a crowd in Conroe, Texas.Trump: “The Canadian truckers, you’ve been reading about it. Who are resisting bravely these lawless mandates are doing more to defend American freedom than our own leaders by far, and we want those  great Canadian truckers to know that we are with them all the way.” pic.twitter.com/DPAfraVHjd— Ian Miles Cheong (@stillgray) January 30, 2022He made clear that he supports the convoy’s movement, saying, “and we want those great Canadian truckers to know that we are with them all the way.”The convoy of truckers has been traveling through Canada in recent days, making their way to the country’s capital city, Ottawa, on Saturday. As the convoy of thousands of truckers hit Ottawa on Saturday, Trudeau and his family fled their home, citing “safety concerns.”Trudeau attacked the protesters, calling them a “small fringe minority of people,” who “do not represent the views of Canadians.”Trump also called on governments to move past pandemic-era health mandates at his Saturday night rally."
https://www.breitbart.com/politics/2022/01/29/trudeau-flees-ottawa-as-freedom-convoy-makes-its-way-to-canadas-capital-city/,"Canadian Prime Minister Justin Trudeau and his family have reportedly fled their home in Ottawa for “a secret location,” as thousands of truckers traveling in a “freedom convoy” to protest vaccine mandates made their way to its capital city.Trudeau, who is in isolation after being exposed to coronavirus, left his home due to “security concerns,” according to the CBC.“I learned that I have been exposed to COVID-19. My rapid test result was negative. I am following @OttawaHealth rules and isolating for five days. I feel fine and will be working from home,” Trudeau tweeted on Thursday. Social media users pointed out that his announcement came days before the trucker convoy hit Ottawa.Weird. I can't imagine anything rolling through Ottowa in a massive fucking line in the next 5 days that he'd want to avoid. https://t.co/bTw921EHXL— RazörFist (@RAZ0RFIST) January 27, 2022Trudeau characterized the convoy as a “small fringe minority” and said they held “unacceptable views” in the days leading up to Ottawa’s Saturday protest.The Parliamentary Protective Service anticipated more than 10,000 people would be at the Ottawa protest.The truckers have been traveling in a convoy protesting the country’s vaccine mandates for several days. Last October, Trudeau implemented a vaccine mandate for federal workers. On January 15, he instituted a vaccine mandate for all crossing the Canadian border in a move impacting truckers. President Joe Biden  implemented a similar mandate at the U.S. border earlier in the month.The Canadian Trucker Alliance, which estimated at least 12,000 drivers are not vaccinated, does not support the truckers’ protest.If any American media has covered #OttawaConvoy #Ottowa #FreedomConvoy2022 I haven’t seen it. It seems quite newsworthy pic.twitter.com/lk51EihWtD— Phil Holloway™ ⚖️ ✈️ 😁 (@PhilHollowayEsq) January 29, 2022“It’s not just about the vaccines. It’s about stopping the public health mandates altogether,” said Daniel Bazinet, Valley Flatbed & Transportation owner in Nova Scotia."
https://www.breitbart.com/europe/2022/01/30/freedom-dutch-truckers-join-canadians-in-convoying-against-lockdown-measures/,"Truckers in the Netherlands formed a convoy on Sunday to protest their nation’s lockdown measures, following the lead of their fellow road hauliers in Canada.A convoy of trucks, tractors, and cars formed in Leeuwarden on Sunday to protest lockdown measures in the Netherlands.The Dutch convoy mimicks a major lockdown protest being held in Canada, where thousands have poured into the nation’s capital of Ottowa to rally against vaccine mandates.According to a report by Hart von Nederland, dozens of vehicles joined a convoy on Sunday morning in a way reminiscent of proceedings on the other side of the Atlantic, with those taking part demanding an end to lockdown restrictions supposedly aimed at curbing the Chinese Coronavirus.“I’m going to ride as long as I can, because I’m tired of all the measures,” the publication reports one protester as saying. “Freedom, that’s what it’s all about, freedom!”“We are against the corona measures of the current cabinet and that is why we will soon go on a parade through Friesland,” said another woman who planned on taking part in the convoy. “Sitting at home on the couch makes no sense and that is why it is good that we now let’s all know for once; enough is enough.”Dutch Cafes, Restaurants, Shops Defy Govt, Open in Protest Against Lockdownhttps://t.co/Ra1fkxVk3r— Breitbart London (@BreitbartLondon) January 15, 2022The Dutch protest, according to De Telegraaf, was inspired by events in Canada, where thousands of truckers have joined a “Freedom Convoy” demanding an end to vaccine mandates in the country.It is expected that over 10,000 protesters will attend the weekend-long rally against the measures in the Canadian capital of Ottowa.Meanwhile, the nation’s Prime Minister, Justin Trudeau, has come under fire for reportedly fleeing his home in the run-up to the protest, with “security concerns” being cited as the reason for the move.The Liberal Party PM had previously denounced the truckers as a “small fringe minority” who held “unacceptable views”.Former US President Donald Trump however has praised the truckers, saying that they were doing more to defend “American freedom” than the leaders of the United States.“The Canadian truckers — you’ve been reading about it — who are resisting bravely these lawless mandates are doing more to defend American freedom than our own leaders by far and we want those great Canadian truckers to know that we are with them all the way,” the 45th President of the United States said during a rally on Saturday.Canadian Prime Minister Justin Trudeau and his family have reportedly fled their home in Ottawa for “a secret location,” as thousands of truckers traveling in a “freedom convoy” to protest vaccine mandates made their way to its capital city. https://t.co/ZMKF6EEw8z— Breitbart News (@BreitbartNews) January 30, 2022"
https://www.breitbart.com/politics/2022/01/30/watch-ezra-levant-speaks-to-canadian-truckers-the-point-is-the-convoy-itself/,"Ezra Levant, the founder of Canada’s conservative Rebel News network, gave a stirring address Saturday in the country’s capital, Ottawa, as a massive convoy of trucks protesting vaccine mandates arrived at Parliament Hill to register their dissent.The convoy, which began a week ago, became a global sensation and raised millions of dollars to support truckers as they oppose U.S. and Canadian mandates requiring that truckers crossing the U.S.-Canada border show proof of vaccination.Levant, speaking amid the din of horns and bells, was welcomed by the crowd, and gave a short but powerful address.He began by talking about the media bias against conservatives, and against the truckers and their cause: “When people say, what do we do about the media, we become the media. … You’ve got to tell the story yourselves.”“The government says you’re racist, the government says you’re sexist, the government says you’re violent. In the meantime, I’ve never seen a more diverse group of Canadians,” he said, to rousing cheers. “Far from violent, people want to not be violated anymore. [Prime Minister] Justin Trudeau says you’re extreme, but he’s the one who has violated our civil rights.“He says you’re a fringe. Well, that’s a pretty bloody big fringe.”I was invited by the truckers to give a short speech. Here’s what I said:  pic.twitter.com/ZYclZwDBtH— Ezra Levant 🍁 (@ezralevant) January 29, 2022Levant predicted that Trudeau would cling to power, despite the convoy. Still, the protest would not be in vain: “Let me tell you what I think the point is: The point is the convoy itself, to show that you’re not alone, to show that you’re not the crazy one, they are. TO show that you’re not the un-Canadian one, they are. You already achieved your goal by being here.”Former President Donald Trump praised the “freedom convoy” in a speech at a rally in Texas on Saturday: “The Canadian truckers, you’ve been reading about it, who are resisting bravely these lawless mandates are doing more to defend American freedom than our own leaders by far. … [W]e want those great Canadian truckers to know that we are with them all the way.”Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). He is the author of the recent e-book, Neither Free nor Fair: The 2020 U.S. Presidential Election. His recent book, RED NOVEMBER, tells the story of the 2020 Democratic presidential primary from a conservative perspective. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. Follow him on Twitter at @joelpollak."
https://www.breitbart.com/national-security/2022/01/31/justin-trudeau-tests-positive-for-coronavirus-as-anti-vaccine-mandate-truckers-hit-ottawa/,"Canadian Prime Minister Justin Trudeau announced Monday he has contracted coronavirus. The revelation came barely 24-hours after he and his family left their home in Ottawa for a secret location, citing security concerns as massive trucker convoys surged into the capital to protest vaccine mandates.Trudeau used social media to inform the world of his condition. No announcement has been made as to when he is likely to appear in public again.“I’m feeling fine — and I’ll continue to work remotely this week while following public health guidelines. Everyone, please get vaccinated and get boosted,” Trudeau tweeted.This morning, I tested positive for COVID-19. I’m feeling fine – and I’ll continue to work remotely this week while following public health guidelines. Everyone, please get vaccinated and get boosted.— Justin Trudeau (@JustinTrudeau) January 31, 2022He has been in isolation since last Wednesday when he said that he’d had a positive contact.As Breitbart News reported, last week Trudeau dismissed the convoys of truck drivers as angry, isolated loners on the fringe of society.Trudeau commented on the “Freedom Convoy” at a press conference on Wednesday evening saying, “The small fringe minority of people who are on their way to Ottawa, who are holding unacceptable views that they are expressing, do not represent the views of Canadians.”Supporters of the Freedom Convoy protest Covid-19 vaccine mandates and restrictions on January 29, 2022 in Ottawa, Canada. (DAVE CHAN/AFP via Getty Images)“(Canadians) who have been there for each other, who know that following the science and stepping up to protect each other is the best way to continue to ensure our freedoms, our rights, our values as a country,” Trudeau added.He spoke even as convoy members were able to raise millions of dollars to aid their cause and fight the government’s coronavirus vaccine mandates.Millions Raised As Hundreds of Canadian Truckers Drive To Capital To Protest Vaccine Mandatehttps://t.co/PQVqeTKT6U— Breitbart London (@BreitbartLondon) January 25, 2022On Sunday, photos and video poured swamped social media revealing the truckers forming in protest at the country’s vaccine mandate had a tremendous amount of support from Canadians of all walks of life.Thousands of those supporters took to the nation’s frozen streets well into the dark of night in solidarity with the grass roots movement."
